rank,obs_publisher_did,instrument_name,target_name,project_code,resolution_class,best_channel_width_kHz,usable_for_37kHz_halo_line,target_priority_reason,t_exptime_s,access_url,queue_score
274,16B-080.sb32559296.eb32938685.57668.456336145835,EVLA,J0730-1141,16B-080,not_suitable,2000.0,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/16B-080.sb32559296.eb32938685.57668.456336145835,0.2995
275,17A-288.sb33154741.eb33560319.57809.07514511574,EVLA,3C138,17A-288,not_suitable,1000.0,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/17A-288.sb33154741.eb33560319.57809.07514511574,0.2995
276,20B-062.sb38816982.eb44466003.60189.57154841435,EVLA,J0319+4130,20B-062,not_suitable,2000.0,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/20B-062.sb38816982.eb44466003.60189.57154841435,0.2995
277,22B-034.sb42821657.eb43001728.59902.07725321759,EVLA,J0241-0815,22B-034,not_suitable,2000.0,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/22B-034.sb42821657.eb43001728.59902.07725321759,0.2995
278,22B-034.sb42821657.eb43001728.59902.07725321759,EVLA,J0141-0928,22B-034,not_suitable,2000.0,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/22B-034.sb42821657.eb43001728.59902.07725321759,0.2995
279,22B-157.sb42942281.eb42946041.59872.23900994213,EVLA,0542+498=3C147,22B-157,not_suitable,2000.0,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/22B-157.sb42942281.eb42946041.59872.23900994213,0.2995
280,22B-267.sb42705461.eb43022053.59907.24549148148,EVLA,J0607+6720,22B-267,not_suitable,2000.0,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/22B-267.sb42705461.eb43022053.59907.24549148148,0.2995
281,23A-265.sb43414970.eb43832159.60061.13229501157,EVLA,J1041+0610,23A-265,not_suitable,2000.0,False,generic_field_or_calibrator,29.95,https://data.nrao.edu/portal/#/productViewer/23A-265.sb43414970.eb43832159.60061.13229501157,0.2995
282,17B-114.sb34824468.eb34834016.58136.717922870375,EVLA,J1911-2006,17B-114,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/17B-114.sb34824468.eb34834016.58136.717922870375,0.299
283,18A-228.sb35538192.eb35676317.58412.090200949075,EVLA,3C48,18A-228,not_suitable,1000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/18A-228.sb35538192.eb35676317.58412.090200949075,0.299
284,18B-143.sb35676534.eb35940076.58448.6027658449,EVLA,J1305-1033,18B-143,not_suitable,1000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/18B-143.sb35676534.eb35940076.58448.6027658449,0.299
285,18B-273.sb35985903.eb35988365.58460.71873247685,EVLA,J1820-2528,18B-273,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/18B-273.sb35985903.eb35988365.58460.71873247685,0.299
286,18B-275.sb35867465.eb36140844.58503.58435961806,EVLA,J1335+4542,18B-275,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/18B-275.sb35867465.eb36140844.58503.58435961806,0.299
287,19A-313.sb38018519.eb38020972.58947.40573746528,EVLA,J1820-2528,19A-313,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/19A-313.sb38018519.eb38020972.58947.40573746528,0.299
288,19A-313.sb38652883.eb38694869.59128.00829372685,EVLA,J1820-2528,19A-313,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/19A-313.sb38652883.eb38694869.59128.00829372685,0.299
289,20A-219.sb38021734.eb38065423.58966.279361967594,EVLA,J1118+1234,20A-219,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/20A-219.sb38021734.eb38065423.58966.279361967594,0.299
290,20B-062.sb38816982.eb44466003.60189.57154841435,EVLA,J0418+3801_BU,20B-062,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/20B-062.sb38816982.eb44466003.60189.57154841435,0.299
291,21A-239.sb41755992.eb41801992.59714.09403934028,EVLA,J1127-1857,21A-239,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/21A-239.sb41755992.eb41801992.59714.09403934028,0.299
292,21A-342.sb40025557.eb40040083.59440.07853118055,EVLA,J1745-0753,21A-342,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/21A-342.sb40025557.eb40040083.59440.07853118055,0.299
293,21B-049.sb40162897.eb41083592.59584.253249236106,EVLA,0542+498=3C147,21B-049,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/21B-049.sb40162897.eb41083592.59584.253249236106,0.299
294,21B-351.sb40630484.eb40965456.59533.333378958334,EVLA,0542+498=3C147,21B-351,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/21B-351.sb40630484.eb40965456.59533.333378958334,0.299
295,22B-033.sb42565683.eb42980311.59891.43080394676,EVLA,J0431+2037,22B-033,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/22B-033.sb42565683.eb42980311.59891.43080394676,0.299
296,22B-033.sb42565683.eb42980311.59891.43080394676,EVLA,J0438+3004,22B-033,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/22B-033.sb42565683.eb42980311.59891.43080394676,0.299
297,22B-033.sb42565683.eb42980311.59891.43080394676,EVLA,3C147,22B-033,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/22B-033.sb42565683.eb42980311.59891.43080394676,0.299
298,22B-034.sb42821657.eb43001728.59902.07725321759,EVLA,J0215-0222,22B-034,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/22B-034.sb42821657.eb43001728.59902.07725321759,0.299
299,22B-034.sb42821657.eb43001728.59902.07725321759,EVLA,J0204-1701,22B-034,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/22B-034.sb42821657.eb43001728.59902.07725321759,0.299
300,22B-157.sb42831555.eb42897171.59862.33521892361,EVLA,0542+498=3C147,22B-157,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/22B-157.sb42831555.eb42897171.59862.33521892361,0.299
301,22B-267.sb42705461.eb43022053.59907.24549148148,EVLA,J0519+2744,22B-267,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/22B-267.sb42705461.eb43022053.59907.24549148148,0.299
302,24B-338.sb47117400.eb47124448.60612.25907170139,EVLA,3C48,24B-338,not_suitable,2000.0,False,generic_field_or_calibrator,29.9,https://data.nrao.edu/portal/#/productViewer/24B-338.sb47117400.eb47124448.60612.25907170139,0.299
303,19B-271.sb37487169.eb37525244.58801.324004884256,EVLA,B0551-366-DLA,19B-271,no_overlapping_spw,,False,generic_field_or_calibrator,416.9,https://data.nrao.edu/portal/#/productViewer/19B-271.sb37487169.eb37525244.58801.324004884256,-45.831
304,19B-271.sb37487169.eb37525244.58801.324004884256,EVLA,3C147,19B-271,no_overlapping_spw,,False,generic_field_or_calibrator,299.15,https://data.nrao.edu/portal/#/productViewer/19B-271.sb37487169.eb37525244.58801.324004884256,-47.0085
305,19B-271.sb37487169.eb37525244.58801.324004884256,EVLA,J0522-3627,19B-271,no_overlapping_spw,,False,generic_field_or_calibrator,51.85,https://data.nrao.edu/portal/#/productViewer/19B-271.sb37487169.eb37525244.58801.324004884256,-49.4815
