freq_Hz,freq_GHz,lineshape_1_per_Hz
37115980842.335060,37.115980842335,1.956722383860e-09
37115981027.915741,37.115981027916,1.997723577504e-09
37115981213.496414,37.115981213496,2.039532920147e-09
37115981399.077087,37.115981399077,2.082165214518e-09
37115981584.657761,37.115981584658,2.125635508886e-09
37115981770.238434,37.115981770238,2.169959102375e-09
37115981955.819107,37.115981955819,2.215151548658e-09
37115982141.399788,37.115982141400,2.261228661603e-09
37115982326.980461,37.115982326980,2.308206511444e-09
37115982512.561134,37.115982512561,2.356101439971e-09
37115982698.141808,37.115982698142,2.404930056864e-09
37115982883.722481,37.115982883722,2.454709245487e-09
37115983069.303154,37.115983069303,2.505456166856e-09
37115983254.883827,37.115983254884,2.557188263651e-09
37115983440.464508,37.115983440465,2.609923266467e-09
37115983626.045181,37.115983626045,2.663679189206e-09
37115983811.625854,37.115983811626,2.718474346244e-09
37115983997.206528,37.115983997207,2.774327348007e-09
37115984182.787201,37.115984182787,2.831257107368e-09
37115984368.367874,37.115984368368,2.889282843954e-09
37115984553.948555,37.115984553949,2.948424090953e-09
37115984739.529228,37.115984739529,3.008700689743e-09
37115984925.109901,37.115984925110,3.070132808938e-09
37115985110.690575,37.115985110691,3.132740939207e-09
37115985296.271248,37.115985296271,3.196545900242e-09
37115985481.851921,37.115985481852,3.261568845362e-09
37115985667.432594,37.115985667433,3.327831266172e-09
37115985853.013275,37.115985853013,3.395355000076e-09
37115986038.593948,37.115986038594,3.464162223884e-09
37115986224.174622,37.115986224175,3.534275475281e-09
37115986409.755295,37.115986409755,3.605717646646e-09
37115986595.335968,37.115986595336,3.678511992722e-09
37115986780.916641,37.115986780917,3.752682135596e-09
37115986966.497314,37.115986966497,3.828252069725e-09
37115987152.077995,37.115987152078,3.905246170218e-09
37115987337.658669,37.115987337659,3.983689185253e-09
37115987523.239342,37.115987523239,4.063606260267e-09
37115987708.820015,37.115987708820,4.145022930597e-09
37115987894.400688,37.115987894401,4.227965129931e-09
37115988079.981361,37.115988079981,4.312459195659e-09
37115988265.562042,37.115988265562,4.398531877873e-09
37115988451.142715,37.115988451143,4.486210330615e-09
37115988636.723389,37.115988636723,4.575522138642e-09
37115988822.304062,37.115988822304,4.666495308929e-09
37115989007.884735,37.115989007885,4.759158279818e-09
37115989193.465408,37.115989193465,4.853539926723e-09
37115989379.046082,37.115989379046,4.949669567897e-09
37115989564.626762,37.115989564627,5.047576974310e-09
